STATION,DATE,REPORT_TYPE,SOURCE,HourlyDryBulbTemperature,HourlyRelativeHumidity,HourlyWindDirection,HourlyWindSpeed
USW00014763,2024;04;04;01,FM-16,343,32,88,60,18
USW00014763,2024;04;04;01,FM-16,343,32,87,60,23
USW00014763,2024;04;04;01,FM-15,343,32,88,50,20
USW00014763,2024;04;04;02,FM-16,343,32,88,50,22
USW00014763,2024;04;04;02,FM-16,343,32,88,50,17
USW00014763,2024;04;04;02,FM-16,343,32,87,60,15
USW00014763,2024;04;04;02,FM-15,343,32,88,40,20
USW00014763,2024;04;04;03,FM-16,343,32,88,60,18
USW00014763,2024;04;04;03,FM-16,343,32,88,60,18
USW00014763,2024;04;04;03,FM-15,343,32,85,60,18
USW00014763,2024;04;04;04,FM-16,343,32,85,60,21
USW00014763,2024;04;04;04,FM-16,343,32,85,60,18
USW00014763,2024;04;04;04,FM-16,343,32,85,60,20
USW00014763,2024;04;04;04,FM-16,343,32,87,50,22
USW00014763,2024;04;04;04,FM-15,343,32,85,70,20
USW00014763,2024;04;04;05,FM-16,343,32,85,VRB,13
USW00014763,2024;04;04;05,FM-15,343,32,85,40,14
USW00014763,2024;04;04;06,FM-16,343,32,85,40,6
USW00014763,2024;04;04;06,FM-16,343,32,85,30,7
USW00014763,2024;04;04;06,FM-16,343,31,89,50,7
USW00014763,2024;04;04;06,FM-16,343,31,92,30,9
USW00014763,2024;04;04;06,FM-15,343,31,92,10,7
USW00014763,2024;04;04;07,FM-15,343,31,92,350,3
USW00014763,2024;04;04;08,FM-15,343,32,88,20,7
USW00014763,2024;04;04;09,FM-16,343,32,92,20,6
USW00014763,2024;04;04;09,FM-16,343,32,87,20,7
USW00014763,2024;04;04;09,FM-15,343,32,88,20,6
USW00014763,2024;04;04;10,FM-16,343,33,85,20,8
USW00014763,2024;04;04;10,FM-16,343,34,85,20,8
USW00014763,2024;04;04;10,FM-16,343,34,82,10,9
USW00014763,2024;04;04;10,FM-16,343,34,82,20,6
USW00014763,2024;04;04;10,FM-15,343,34,82,20,10
USW00014763,2024;04;04;11,FM-16,343,36,70,30,9
USW00014763,2024;04;04;11,FM-15,343,35,72,20,8
USW00014763,2024;04;04;12,FM-15,343,36,70,40,9
USW00014763,2024;04;04;13,FM-16,343,36,64,20,10
USW00014763,2024;04;04;13,FM-16,343,36,67,10,8
USW00014763,2024;04;04;13,FM-16,343,36,67,20,9
USW00014763,2024;04;04;13,FM-16,343,36,65,10,9
USW00014763,2024;04;04;13,FM-15,343,36,67,10,7
USW00014763,2024;04;04;14,FM-15,343,36,70,20,7
USW00014763,2024;04;04;15,FM-15,343,36,67,VRB,6
USW00014763,2024;04;04;16,FM-16,343,35,67,350,9
USW00014763,2024;04;04;16,FM-16,343,36,70,320,6
USW00014763,2024;04;04;16,FM-15,343,35,72,310,7
USW00014763,2024;04;04;17,FM-15,343,34,76,330,6
USW00014763,2024;04;04;18,FM-16,343,33,82,330,5
USW00014763,2024;04;04;18,FM-15,343,33,82,320,6
USW00014763,2024;04;04;19,FM-15,343,32,82,330,8
USW00014763,2024;04;04;20,FM-15,343,31,85,300,3
USW00014763,2024;04;04;21,FM-16,343,31,85,290,5
USW00014763,2024;04;04;21,FM-16,343,30,86,280,3
USW00014763,2024;04;04;21,FM-15,343,31,85,300,3
USW00014763,2024;04;04;22,FM-15,343,31,82,300,9
USW00014763,2024;04;04;23,FM-16,343,31,82,310,10
USW00014763,2024;04;04;23,FM-16,343,30,86,290,7
USW00014763,2024;04;04;23,FM-15,343,31,85,280,6
USW00014763,2024;04;05;00,SOD,,,,,
USW00014763,2024;04;05;00,FM-16,343,31,85,270,6
USW00014763,2024;04;05;00,FM-15,343,31,85,270,7
USW00014763,2024;04;05;01,FM-16,343,31,85,270,7
USW00014763,2024;04;05;01,FM-15,343,31,85,240,6
USW00014763,2024;04;05;02,FM-16,343,31,85,230,7
USW00014763,2024;04;05;02,FM-16,343,31,85,270,7
USW00014763,2024;04;05;02,FM-15,343,31,85,250,6
USW00014763,2024;04;05;03,FM-15,343,31,89,280,7
USW00014763,2024;04;05;04,FM-16,343,31,89,270,11
USW00014763,2024;04;05;04,FM-16,343,31,85,280,10
USW00014763,2024;04;05;04,FM-15,343,31,85,270,11
USW00014763,2024;04;05;05,FM-15,343,31,82,280,17
USW00014763,2024;04;05;06,FM-16,343,31,85,280,11
USW00014763,2024;04;05;06,FM-15,343,31,85,270,16
USW00014763,2024;04;05;07,FM-16,343,31,85,290,15
USW00014763,2024;04;05;07,FM-15,343,32,79,280,9
USW00014763,2024;04;05;08,FM-15,343,32,79,280,8
USW00014763,2024;04;05;09,FM-16,343,33,75,290,8
USW00014763,2024;04;05;09,FM-15,343,34,76,300,9
USW00014763,2024;04;05;10,FM-15,343,34,76,320,11
USW00014763,2024;04;05;11,FM-15,343,35,72,290,10
USW00014763,2024;04;05;12,FM-15,343,35,78,290,11
USW00014763,2024;04;05;13,FM-15,343,36,73,280,7
USW00014763,2024;04;05;14,FM-16,343,37,70,300,15
USW00014763,2024;04;05;14,FM-16,343,37,70,280,9
USW00014763,2024;04;05;14,FM-15,343,37,70,290,11
USW00014763,2024;04;05;15,FM-16,343,37,75,280,9
USW00014763,2024;04;05;15,FM-15,343,37,76,290,13
USW00014763,2024;04;05;16,FM-16,343,37,76,280,11
USW00014763,2024;04;05;16,FM-16,343,37,73,300,13
USW00014763,2024;04;05;16,FM-16,343,37,76,280,17
USW00014763,2024;04;05;16,FM-16,343,37,76,300,10
USW00014763,2024;04;05;16,FM-16,343,37,76,300,15
USW00014763,2024;04;05;16,FM-15,343,37,76,290,10
USW00014763,2024;04;05;17,FM-16,343,37,76,290,16
USW00014763,2024;04;05;17,FM-15,343,36,82,300,9
USW00014763,2024;04;05;18,FM-16,343,35,85,290,7
USW00014763,2024;04;05;18,FM-16,343,36,81,280,17
USW00014763,2024;04;05;18,FM-15,343,35,85,290,14
USW00014763,2024;04;05;19,FM-16,343,35,85,290,11
USW00014763,2024;04;05;19,FM-15,343,35,89,290,11
USW00014763,2024;04;05;20,FM-16,343,36,87,290,14
USW00014763,2024;04;05;20,FM-15,343,35,89,290,14
USW00014763,2024;04;05;21,FM-15,343,35,85,290,14
USW00014763,2024;04;05;22,FM-16,343,34,89,300,10
USW00014763,2024;04;05;22,FM-16,343,35,85,300,11
USW00014763,2024;04;05;22,FM-16,343,34,87,310,5
USW00014763,2024;04;05;22,FM-15,343,34,89,310,7
USW00014763,2024;04;05;22,FM-16,343,34,89,310,7
USW00014763,2024;04;05;23,FM-16,343,34,89,310,7
USW00014763,2024;04;05;23,FM-16,343,33,92,330,7
USW00014763,2024;04;05;23,FM-16,343,33,96,10,3
USW00014763,2024;04;05;23,FM-16,343,33,92,VRB,3
USW00014763,2024;04;05;23,FM-16,343,34,87,350,3
USW00014763,2024;04;05;23,FM-15,343,33,92,330,5
USW00014763,2024;04;06;00,SOD,,,,,
USW00014763,2024;04;06;00,FM-16,343,33,92,300,6
USW00014763,2024;04;06;00,FM-16,343,33,92,300,7
USW00014763,2024;04;06;00,FM-16,343,33,92,300,6
USW00014763,2024;04;06;00,FM-15,343,33,85,VRB,8
USW00014763,2024;04;06;01,FM-15,343,34,76,,
USW00014763,2024;04;06;02,FM-16,343,34,75,330,6
USW00014763,2024;04;06;02,FM-15,343,33,78,VRB,6
USW00014763,2024;04;06;03,FM-16,343,33,78,330,7
USW00014763,2024;04;06;03,FM-15,343,33,82,,
USW00014763,2024;04;06;04,FM-16,343,33,78,330,8
USW00014763,2024;04;06;04,FM-15,343,33,78,340,6
USW00014763,2024;04;06;05,FM-15,343,33,75,VRB,10
USW00014763,2024;04;06;06,FM-16,343,33,75,VRB,10
USW00014763,2024;04;06;06,FM-15,343,34,73,350,15
USW00014763,2024;04;06;07,FM-15,343,34,73,340,14
USW00014763,2024;04;06;08,FM-15,343,35,72,VRB,7
USW00014763,2024;04;06;09,FM-15,343,35,72,360,8
USW00014763,2024;04;06;10,FM-15,343,37,67,330,7
USW00014763,2024;04;06;11,FM-15,343,38,65,VRB,9
USW00014763,2024;04;06;12,FM-15,343,40,63,330,15
USW00014763,2024;04;06;13,FM-16,343,41,60,VRB,11
USW00014763,2024;04;06;13,FM-15,343,40,60,330,9
USW00014763,2024;04;06;14,FM-15,343,41,57,10,9
USW00014763,2024;04;06;15,FM-15,343,40,60,VRB,15
USW00014763,2024;04;06;16,FM-15,343,40,60,VRB,15
USW00014763,2024;04;06;17,FM-15,343,39,60,340,15
USW00014763,2024;04;06;18,FM-15,343,37,65,330,9
USW00014763,2024;04;06;19,FM-15,343,37,67,330,10
USW00014763,2024;04;06;20,FM-16,343,37,67,330,10
USW00014763,2024;04;06;20,FM-16,343,37,67,340,11
USW00014763,2024;04;06;20,FM-15,343,37,67,VRB,6
USW00014763,2024;04;06;21,FM-16,343,37,67,350,5
USW00014763,2024;04;06;21,FM-16,343,36,70,300,8
USW00014763,2024;04;06;21,FM-15,343,36,70,310,8
USW00014763,2024;04;06;22,FM-15,343,36,73,320,8
USW00014763,2024;04;06;23,FM-15,343,37,70,340,5
USW00014763,2024;04;07;00,SOD,,,,,
USW00014763,2024;04;07;00,FM-15,343,36,76,310,6
USW00014763,2024;04;07;01,FM-15,343,35,78,330,8
USW00014763,2024;04;07;02,FM-16,343,35,78,320,7
USW00014763,2024;04;07;02,FM-16,343,34,81,330,6
USW00014763,2024;04;07;02,FM-15,343,34,79,320,6
USW00014763,2024;04;07;03,FM-15,343,34,79,350,5
USW00014763,2024;04;07;04,FM-16,343,33,78,350,3
USW00014763,2024;04;07;04,FM-16,343,33,78,0,0
USW00014763,2024;04;07;04,FM-15,343,33,78,VRB,5
USW00014763,2024;04;07;05,FM-16,343,33,78,360,7
USW00014763,2024;04;07;05,FM-16,343,33,78,10,3
USW00014763,2024;04;07;05,FM-15,343,32,79,10,6
USW00014763,2024;04;07;06,FM-16,343,34,73,VRB,5
USW00014763,2024;04;07;06,FM-16,343,34,76,340,3
USW00014763,2024;04;07;06,FM-15,343,34,76,320,3
USW00014763,2024;04;07;07,FM-16,343,36,70,300,6
USW00014763,2024;04;07;07,FM-15,343,36,67,VRB,5
USW00014763,2024;04;07;08,FM-16,343,37,65,10,9
USW00014763,2024;04;07;08,FM-15,343,38,62,10,9
USW00014763,2024;04;07;09,FM-15,343,40,58,VRB,6
USW00014763,2024;04;07;10,FM-15,343,43,56,350,11
USW00014763,2024;04;07;11,FM-15,343,43,58,340,11
USW00014763,2024;04;07;12,FM-15,343,43,53,10,8
USW00014763,2024;04;07;13,FM-15,343,47,50,300,10
USW00014763,2024;04;07;14,FM-15,343,50,44,360,8
USW00014763,2024;04;07;15,FM-15,343,50,39,20,8
USW00014763,2024;04;07;16,FM-15,343,50,38,360,9
USW00014763,2024;04;07;17,FM-15,343,47,34,350,9
USW00014763,2024;04;07;18,FM-15,343,43,42,360,6
USW00014763,2024;04;07;19,FM-15,343,40,51,0,0
USW00014763,2024;04;07;20,FM-15,343,39,53,0,0
USW00014763,2024;04;07;21,FM-15,343,34,73,0,0
USW00014763,2024;04;07;22,FM-15,343,32,73,0,0
USW00014763,2024;04;07;23,FM-15,343,31,79,0,0
USW00014763,2024;04;08;00,SOD,,,,,
USW00014763,2024;04;08;00,FM-15,343,28,81,280,5
USW00014763,2024;04;08;01,FM-15,343,27,89,100,3
USW00014763,2024;04;08;02,FM-15,343,28,85,0,0
USW00014763,2024;04;08;03,FM-15,343,26,88,130,3
USW00014763,2024;04;08;04,FM-15,343,26,88,0,0
USW00014763,2024;04;08;05,FM-15,343,27,89,0,0
USW00014763,2024;04;08;06,FM-15,343,32,85,20,3
USW00014763,2024;04;08;07,FM-15,343,38,73,0,0
USW00014763,2024;04;08;08,FM-15,343,49,41,250,6
USW00014763,2024;04;08;09,FM-15,343,53,34,320,7
USW00014763,2024;04;08;10,FM-15,343,57,30,260,8
USW00014763,2024;04;08;11,FM-15,343,60,28,,
USW00014763,2024;04;08;12,FM-15,343,60,27,260,13
USW00014763,2024;04;08;13,FM-15,343,60,24,250,11
USW00014763,2024;04;08;14,FM-15,343,56,30,280,6
USW00014763,2024;04;08;15,FM-15,343,60,23,260,6
USW00014763,2024;04;08;16,FM-15,343,59,27,290,8
USW00014763,2024;04;08;17,FM-15,343,56,34,260,5
USW00014763,2024;04;08;18,FM-15,343,49,50,0,0
USW00014763,2024;04;08;19,FM-15,343,46,54,250,5
USW00014763,2024;04;08;20,FM-15,343,44,60,230,5
USW00014763,2024;04;08;21,FM-15,343,41,62,260,3
USW00014763,2024;04;08;22,FM-15,343,41,62,0,0
USW00014763,2024;04;08;23,FM-15,343,39,70,0,0
USW00014763,2024;04;09;00,SOD,,,,,
USW00014763,2024;04;09;00,FM-15,343,38,70,0,0
USW00014763,2024;04;09;01,FM-15,343,37,79,0,0
USW00014763,2024;04;09;02,FM-15,343,38,73,0,0
USW00014763,2024;04;09;03,FM-15,343,36,79,0,0
USW00014763,2024;04;09;04,FM-15,343,34,82,0,0
USW00014763,2024;04;09;05,FM-15,343,34,85,0,0
USW00014763,2024;04;09;06,FM-15,343,42,76,0,0
USW00014763,2024;04;09;07,FM-15,343,51,56,0,0
USW00014763,2024;04;09;08,FM-15,343,58,38,0,0
USW00014763,2024;04;09;09,FM-15,343,61,31,VRB,3
USW00014763,2024;04;09;10,FM-15,343,64,29,VRB,3
USW00014763,2024;04;09;11,FM-15,343,66,26,240,6
USW00014763,2024;04;09;12,FM-15,343,69,24,300,8
USW00014763,2024;04;09;13,FM-15,343,70,23,260,9
USW00014763,2024;04;09;14,FM-15,343,71,23,290,9
USW00014763,2024;04;09;15,FM-15,343,70,23,320,9
USW00014763,2024;04;09;16,FM-15,343,69,22,250,3
USW00014763,2024;04;09;17,FM-15,343,63,37,0,0
USW00014763,2024;04;09;18,FM-15,343,55,55,130,5
USW00014763,2024;04;09;19,FM-15,343,53,51,0,0
USW00014763,2024;04;09;20,FM-15,343,50,54,0,0
USW00014763,2024;04;09;21,FM-15,343,49,59,350,3
USW00014763,2024;04;09;22,FM-15,343,47,63,40,3
USW00014763,2024;04;09;23,FM-15,343,44,71,0,0
USW00014763,2024;04;10;00,SOD,,,,,
USW00014763,2024;04;10;00,FM-15,343,46,66,0,0
USW00014763,2024;04;10;01,FM-15,343,45,71,0,0
USW00014763,2024;04;10;02,FM-15,343,46,68,0,0
USW00014763,2024;04;10;03,FM-15,343,45,66,30,6
USW00014763,2024;04;10;04,FM-15,343,47,63,VRB,8
USW00014763,2024;04;10;05,FM-15,343,48,61,110,6
USW00014763,2024;04;10;06,FM-15,343,47,61,60,6
USW00014763,2024;04;10;07,FM-15,343,51,54,150,10
USW00014763,2024;04;10;08,FM-15,343,53,51,120,9
USW00014763,2024;04;10;09,FM-16,343,55,47,170,3
USW00014763,2024;04;10;09,FM-15,343,56,47,VRB,3
USW00014763,2024;04;10;10,FM-16,343,58,48,110,8
USW00014763,2024;04;10;10,FM-15,343,57,47,0,0
USW00014763,2024;04;10;11,FM-15,343,56,55,180,7
USW00014763,2024;04;10;12,FM-15,343,52,80,140,7
USW00014763,2024;04;10;13,FM-15,343,53,80,270,3
USW00014763,2024;04;10;14,FM-15,343,52,89,60,5
USW00014763,2024;04;10;15,FM-15,343,52,89,0,0
USW00014763,2024;04;10;16,FM-15,343,52,86,40,3
USW00014763,2024;04;10;17,FM-15,343,51,89,0,0
USW00014763,2024;04;10;18,FM-15,343,50,93,20,5
USW00014763,2024;04;10;19,FM-15,343,50,93,20,5
USW00014763,2024;04;10;20,FM-15,343,50,93,0,0
USW00014763,2024;04;10;21,FM-15,343,49,93,20,3
USW00014763,2024;04;10;22,FM-16,343,48,93,0,0
USW00014763,2024;04;10;22,FM-15,343,48,93,60,5
USW00014763,2024;04;10;23,FM-15,343,48,93,60,3
USW00014763,2024;04;11;00,SOD,,,,,
USW00014763,2024;04;11;00,FM-16,343,48,93,50,5
USW00014763,2024;04;11;00,FM-15,343,49,90,50,3
USW00014763,2024;04;11;01,FM-15,343,48,93,40,3
USW00014763,2024;04;11;02,FM-16,343,48,94,70,5
USW00014763,2024;04;11;02,FM-15,343,48,93,70,3
USW00014763,2024;04;11;03,FM-15,343,48,89,60,7
USW00014763,2024;04;11;04,FM-16,343,47,93,50,5
USW00014763,2024;04;11;04,FM-16,343,46,100,40,5
USW00014763,2024;04;11;04,FM-15,343,47,93,50,5
USW00014763,2024;04;11;05,FM-15,343,47,93,50,6
USW00014763,2024;04;11;06,FM-15,343,47,93,60,7
USW00014763,2024;04;11;07,FM-15,343,47,93,40,7
USW00014763,2024;04;11;08,FM-16,343,48,93,60,7
USW00014763,2024;04;11;08,FM-15,343,48,93,60,8
USW00014763,2024;04;11;09,FM-15,343,48,93,70,7
USW00014763,2024;04;11;10,FM-15,343,49,90,70,8
USW00014763,2024;04;11;11,FM-16,343,49,93,70,3
USW00014763,2024;04;11;11,FM-16,343,48,94,80,3
USW00014763,2024;04;11;11,FM-15,343,49,93,80,3
USW00014763,2024;04;11;12,FM-16,343,49,93,100,5
USW00014763,2024;04;11;12,FM-16,343,49,93,90,3
USW00014763,2024;04;11;12,FM-16,343,50,89,VRB,3
USW00014763,2024;04;11;12,FM-15,343,50,93,110,7
USW00014763,2024;04;11;13,FM-16,343,51,92,110,6
USW00014763,2024;04;11;13,FM-15,343,53,89,130,13
USW00014763,2024;04;11;14,FM-16,343,53,86,140,11
USW00014763,2024;04;11;14,FM-15,343,53,89,130,8
USW00014763,2024;04;11;15,FM-16,343,54,87,140,11
USW00014763,2024;04;11;15,FM-15,343,54,87,120,9
USW00014763,2024;04;11;16,FM-16,343,53,89,90,8
USW00014763,2024;04;11;16,FM-15,343,53,89,100,10
USW00014763,2024;04;11;17,FM-15,343,52,89,VRB,7
USW00014763,2024;04;11;18,FM-15,343,53,89,110,10
USW00014763,2024;04;11;19,FM-15,343,53,93,100,8
USW00014763,2024;04;11;20,FM-16,343,54,93,80,6
USW00014763,2024;04;11;20,FM-15,343,54,90,VRB,8
USW00014763,2024;04;11;21,FM-15,343,57,90,130,15
USW00014763,2024;04;11;22,FM-16,343,57,90,120,8
USW00014763,2024;04;11;22,FM-16,343,57,90,130,14
USW00014763,2024;04;11;22,FM-16,343,58,87,150,15
USW00014763,2024;04;11;22,FM-15,343,59,83,140,16
USW00014763,2024;04;11;23,FM-16,343,58,90,140,17
USW00014763,2024;04;11;23,FM-15,343,59,90,VRB,10
USW00014763,2024;04;12;00,SOD,,,,,
USW00014763,2024;04;12;00,FM-16,343,59,90,130,13
USW00014763,2024;04;12;00,FM-15,343,60,86,130,15
USW00014763,2024;04;12;01,FM-15,343,60,86,VRB,5
USW00014763,2024;04;12;02,FM-16,343,59,90,150,14
USW00014763,2024;04;12;02,FM-16,343,59,90,VRB,5
USW00014763,2024;04;12;02,FM-15,343,59,90,130,11
USW00014763,2024;04;12;03,FM-16,343,59,90,140,11
USW00014763,2024;04;12;03,FM-16,343,59,90,VRB,7
USW00014763,2024;04;12;03,FM-15,343,60,86,120,9
USW00014763,2024;04;12;04,FM-16,343,60,90,140,16
USW00014763,2024;04;12;04,FM-15,343,61,87,140,15
USW00014763,2024;04;12;05,FM-15,343,61,90,VRB,13
USW00014763,2024;04;12;06,FM-16,343,62,86,130,8
USW00014763,2024;04;12;06,FM-15,343,62,86,VRB,10
USW00014763,2024;04;12;08,FM-16,343,60,90,130,14
USW00014763,2024;04;12;08,FM-15,343,61,87,,
USW00014763,2024;04;12;09,FM-15,343,61,87,VRB,13
USW00014763,2024;04;12;10,FM-15,343,61,84,VRB,10
USW00014763,2024;04;12;11,FM-16,343,63,77,VRB,6
USW00014763,2024;04;12;11,FM-15,343,62,80,VRB,5
USW00014763,2024;04;12;12,FM-16,343,61,87,VRB,3
USW00014763,2024;04;12;12,FM-15,343,62,78,130,17
USW00014763,2024;04;12;13,FM-16,343,59,88,,
USW00014763,2024;04;12;13,FM-15,343,59,87,,
USW00014763,2024;04;12;14,FM-16,343,58,90,220,13
USW00014763,2024;04;12;14,FM-16,343,57,90,200,22
USW00014763,2024;04;12;14,FM-16,343,55,88,210,17
USW00014763,2024;04;12;14,FM-15,343,55,87,210,16
USW00014763,2024;04;12;15,FM-16,343,55,87,200,9
USW00014763,2024;04;12;15,FM-16,343,54,87,190,16
USW00014763,2024;04;12;15,FM-16,343,54,83,190,16
USW00014763,2024;04;12;15,FM-15,343,54,80,200,18
USW00014763,2024;04;12;16,FM-16,343,55,74,200,15
USW00014763,2024;04;12;16,FM-15,343,55,69,210,11
USW00014763,2024;04;12;17,FM-15,343,53,72,200,11
USW00014763,2024;04;12;18,FM-15,343,53,69,200,17
USW00014763,2024;04;12;19,FM-15,343,51,71,200,15
USW00014763,2024;04;12;20,FM-15,343,51,69,190,13
